"","ix","condition","phase","tid","sid","agent","recipient","result"
"1127",128,"B3","gen","gen-17","A3-gen-13",61,32,43
"1128",128,"B3","gen","gen-18","A3-gen-03",32,51,63
"1129",130,"B4","learn","learn-01","A4-learn-02",33,42,54
"1130",130,"B4","learn","learn-02","A4-learn-06",62,42,53
"1131",130,"B4","learn","learn-03","A4-learn-01",31,42,52
"1132",130,"B4","learn","learn-04","A4-learn-05",61,42,52
"1133",130,"B4","learn","learn-05","A4-learn-03",52,42,53
"1134",130,"B4","learn","learn-06","A4-learn-04",53,42,54
"1135",130,"B4","gen","gen-01","A4-gen-15",63,43,53
"1136",130,"B4","gen","gen-02","A4-gen-08",41,61,71
"1137",130,"B4","gen","gen-03","A4-gen-11",51,43,54
"1138",130,"B4","gen","gen-04","A4-learn-02",33,42,54
"1139",130,"B4","gen","gen-05","A4-gen-16",63,61,73
"1140",130,"B4","gen","gen-06","A4-gen-06",41,42,52
"1141",130,"B4","gen","gen-07","A4-gen-01",32,32,43
"1142",130,"B4","gen","gen-08","A4-gen-05",41,32,42
"1143",130,"B4","gen","gen-09","A4-learn-03",52,42,53
"1144",130,"B4","gen","gen-10","A4-gen-09",51,32,42
"1145",130,"B4","gen","gen-11","A4-gen-07",41,43,54
"1146",130,"B4","gen","gen-12","A4-gen-12",51,61,71
"1147",130,"B4","gen","gen-13","A4-gen-03",32,43,54
"1148",130,"B4","gen","gen-14","A4-gen-13",63,32,44
"1149",130,"B4","gen","gen-15","A4-gen-04",32,61,72
"1150",130,"B4","gen","gen-16","A4-gen-10",51,42,52
"1151",130,"B4","gen","gen-17","A4-gen-14",63,42,54
"1152",130,"B4","gen","gen-18","A4-gen-02",32,42,53
"1153",131,"B3","learn","learn-01","A3-learn-03",42,52,63
"1154",131,"B3","learn","learn-02","A3-learn-02",42,33,43
"1155",131,"B3","learn","learn-03","A3-learn-04",42,53,63
"1156",131,"B3","learn","learn-04","A3-learn-06",42,62,73
"1157",131,"B3","learn","learn-05","A3-learn-01",42,31,43
"1158",131,"B3","learn","learn-06","A3-learn-05",42,61,73
"1159",131,"B3","gen","gen-01","A3-gen-09",43,32,43
"1160",131,"B3","gen","gen-02","A3-gen-16",61,63,73
"1161",131,"B3","gen","gen-03","A3-gen-13",61,32,43
"1162",131,"B3","gen","gen-04","A3-gen-04",32,63,73
"1163",131,"B3","gen","gen-05","A3-gen-14",61,41,53
"1164",131,"B3","gen","gen-06","A3-gen-08",42,63,73
"1165",131,"B3","gen","gen-07","A3-gen-15",61,51,63
"1166",131,"B3","gen","gen-08","A3-learn-06",42,62,73
"1167",131,"B3","gen","gen-09","A3-gen-07",42,51,63
"1168",131,"B3","gen","gen-10","A3-learn-01",42,31,43
"1169",131,"B3","gen","gen-11","A3-gen-11",43,51,63
"1170",131,"B3","gen","gen-12","A3-gen-05",42,32,43
"1171",131,"B3","gen","gen-13","A3-gen-12",43,63,73
"1172",131,"B3","gen","gen-14","A3-gen-03",32,51,63
"1173",131,"B3","gen","gen-15","A3-gen-10",43,41,53
"1174",131,"B3","gen","gen-16","A3-gen-01",32,32,43
"1175",131,"B3","gen","gen-17","A3-gen-02",32,41,53
"1176",131,"B3","gen","gen-18","A3-gen-06",42,41,53
"1177",132,"B3","learn","learn-01","A3-learn-01",42,31,43
"1178",132,"B3","learn","learn-02","A3-learn-02",42,33,43
"1179",132,"B3","learn","learn-03","A3-learn-06",42,62,73
"1180",132,"B3","learn","learn-04","A3-learn-05",42,61,73
"1181",132,"B3","learn","learn-05","A3-learn-03",42,52,63
"1182",132,"B3","learn","learn-06","A3-learn-04",42,53,63
"1183",132,"B3","gen","gen-01","A3-gen-06",42,41,43
"1184",132,"B3","gen","gen-02","A3-gen-01",32,32,43
"1185",132,"B3","gen","gen-03","A3-gen-08",42,63,62
"1186",132,"B3","gen","gen-04","A3-gen-12",43,63,64
"1187",132,"B3","gen","gen-05","A3-gen-09",43,32,43
"1188",132,"B3","gen","gen-06","A3-gen-13",61,32,53
"1189",132,"B3","gen","gen-07","A3-gen-16",61,63,64
"1190",132,"B3","gen","gen-08","A3-learn-04",42,53,64
"1191",132,"B3","gen","gen-09","A3-gen-15",61,51,64
"1192",132,"B3","gen","gen-10","A3-gen-04",32,63,74
"1193",132,"B3","gen","gen-11","A3-gen-05",42,32,43
"1194",132,"B3","gen","gen-12","A3-gen-14",61,41,52
"1195",132,"B3","gen","gen-13","A3-gen-11",43,51,63
"1196",132,"B3","gen","gen-14","A3-gen-07",42,51,63
"1197",132,"B3","gen","gen-15","A3-gen-02",32,41,43
"1198",132,"B3","gen","gen-16","A3-learn-02",42,33,44
"1199",132,"B3","gen","gen-17","A3-gen-10",43,41,43
"1200",132,"B3","gen","gen-18","A3-gen-03",32,51,53
"1201",133,"B4","learn","learn-01","A4-learn-01",31,42,52
"1202",133,"B4","learn","learn-02","A4-learn-03",52,42,53
"1203",133,"B4","learn","learn-03","A4-learn-02",33,42,54
"1204",133,"B4","learn","learn-04","A4-learn-06",62,42,53
"1205",133,"B4","learn","learn-05","A4-learn-04",53,42,54
"1206",133,"B4","learn","learn-06","A4-learn-05",61,42,52
"1207",133,"B4","gen","gen-01","A4-gen-12",51,61,52
"1208",133,"B4","gen","gen-02","A4-gen-13",63,32,54
"1209",133,"B4","gen","gen-03","A4-gen-03",32,43,53
"1210",133,"B4","gen","gen-04","A4-gen-06",41,42,53
"1211",133,"B4","gen","gen-05","A4-gen-15",63,43,54
"1212",133,"B4","gen","gen-06","A4-gen-07",41,43,53
"1213",133,"B4","gen","gen-07","A4-gen-04",32,61,52
"1214",133,"B4","gen","gen-08","A4-learn-02",33,42,54
"1215",133,"B4","gen","gen-09","A4-gen-16",63,61,54
"1216",133,"B4","gen","gen-10","A4-gen-14",63,42,54
"1217",133,"B4","gen","gen-11","A4-gen-02",32,42,53
"1218",133,"B4","gen","gen-12","A4-gen-10",51,42,52
"1219",133,"B4","gen","gen-13","A4-gen-05",41,32,52
"1220",133,"B4","gen","gen-14","A4-gen-08",41,61,52
"1221",133,"B4","gen","gen-15","A4-gen-09",51,32,52
"1222",133,"B4","gen","gen-16","A4-learn-05",61,42,52
"1223",133,"B4","gen","gen-17","A4-gen-01",32,32,53
"1224",133,"B4","gen","gen-18","A4-gen-11",51,43,54
"1225",135,"B4","learn","learn-01","A4-learn-02",33,42,54
"1226",135,"B4","learn","learn-02","A4-learn-05",61,42,52
"1227",135,"B4","learn","learn-03","A4-learn-06",62,42,53
"1228",135,"B4","learn","learn-04","A4-learn-04",53,42,54
"1229",135,"B4","learn","learn-05","A4-learn-03",52,42,53
"1230",135,"B4","learn","learn-06","A4-learn-01",31,42,52
"1231",135,"B4","gen","gen-01","A4-gen-12",51,61,72
"1232",135,"B4","gen","gen-02","A4-gen-04",32,61,63
"1233",135,"B4","gen","gen-03","A4-gen-16",63,61,64
"1234",135,"B4","gen","gen-04","A4-gen-10",51,42,52
"1235",135,"B4","gen","gen-05","A4-gen-08",41,61,62
"1236",135,"B4","gen","gen-06","A4-learn-04",53,42,54
"1237",135,"B4","gen","gen-07","A4-gen-07",41,43,52
"1238",135,"B4","gen","gen-08","A4-gen-14",63,42,54
"1239",135,"B4","gen","gen-09","A4-learn-05",61,42,52
"1240",135,"B4","gen","gen-10","A4-gen-02",32,42,54
"1241",135,"B4","gen","gen-11","A4-gen-06",41,42,52
"1242",135,"B4","gen","gen-12","A4-gen-05",41,32,52
"1243",135,"B4","gen","gen-13","A4-gen-03",32,43,53
"1244",135,"B4","gen","gen-14","A4-gen-15",63,43,54
"1245",135,"B4","gen","gen-15","A4-gen-09",51,32,42
"1246",135,"B4","gen","gen-16","A4-gen-13",63,32,44
"1247",135,"B4","gen","gen-17","A4-gen-01",32,32,43
"1248",135,"B4","gen","gen-18","A4-gen-11",51,43,52
"1249",137,"B3","learn","learn-01","A3-learn-05",42,61,73
"1250",137,"B3","learn","learn-02","A3-learn-06",42,62,73
"1251",137,"B3","learn","learn-03","A3-learn-01",42,31,43
"1252",137,"B3","learn","learn-04","A3-learn-03",42,52,63
"1253",137,"B3","learn","learn-05","A3-learn-02",42,33,43
"1254",137,"B3","learn","learn-06","A3-learn-04",42,53,63
"1255",137,"B3","gen","gen-01","A3-gen-04",32,63,74
"1256",137,"B3","gen","gen-02","A3-gen-08",42,63,74
"1257",137,"B3","gen","gen-03","A3-gen-03",32,51,63
"1258",137,"B3","gen","gen-04","A3-gen-13",61,32,43
"1259",137,"B3","gen","gen-05","A3-gen-07",42,51,63
"1260",137,"B3","gen","gen-06","A3-gen-12",43,63,74
"1261",137,"B3","gen","gen-07","A3-gen-05",42,32,43
"1262",137,"B3","gen","gen-08","A3-gen-06",42,41,52
"1263",137,"B3","gen","gen-09","A3-gen-01",32,32,43
"1264",137,"B3","gen","gen-10","A3-gen-10",43,41,52
"1265",137,"B3","gen","gen-11","A3-learn-02",42,33,44
"1266",137,"B3","gen","gen-12","A3-learn-06",42,62,73
"1267",137,"B3","gen","gen-13","A3-gen-14",61,41,52
"1268",137,"B3","gen","gen-14","A3-gen-02",32,41,52
"1269",137,"B3","gen","gen-15","A3-gen-11",43,51,63
"1270",137,"B3","gen","gen-16","A3-gen-09",43,32,43
"1271",137,"B3","gen","gen-17","A3-gen-15",61,51,62
"1272",137,"B3","gen","gen-18","A3-gen-16",61,63,74
"1273",139,"B4","learn","learn-01","A4-learn-02",33,42,54
"1274",139,"B4","learn","learn-02","A4-learn-03",52,42,53
"1275",139,"B4","learn","learn-03","A4-learn-01",31,42,52
"1276",139,"B4","learn","learn-04","A4-learn-04",53,42,54
"1277",139,"B4","learn","learn-05","A4-learn-06",62,42,53
"1278",139,"B4","learn","learn-06","A4-learn-05",61,42,52
"1279",139,"B4","gen","gen-01","A4-gen-07",41,43,53
"1280",139,"B4","gen","gen-02","A4-gen-12",51,61,72
"1281",139,"B4","gen","gen-03","A4-gen-08",41,61,71
"1282",139,"B4","gen","gen-04","A4-gen-13",63,32,43
"1283",139,"B4","gen","gen-05","A4-gen-09",51,32,42
"1284",139,"B4","gen","gen-06","A4-gen-06",41,42,52
"1285",139,"B4","gen","gen-07","A4-learn-06",62,42,53
"1286",139,"B4","gen","gen-08","A4-gen-14",63,42,54
"1287",139,"B4","gen","gen-09","A4-gen-16",63,61,73
"1288",139,"B4","gen","gen-10","A4-gen-02",32,42,53
"1289",139,"B4","gen","gen-11","A4-gen-01",32,32,43
"1290",139,"B4","gen","gen-12","A4-gen-05",41,32,42
"1291",139,"B4","gen","gen-13","A4-gen-15",63,43,54
"1292",139,"B4","gen","gen-14","A4-learn-02",33,42,53
"1293",139,"B4","gen","gen-15","A4-gen-03",32,43,54
"1294",139,"B4","gen","gen-16","A4-gen-10",51,42,52
"1295",139,"B4","gen","gen-17","A4-gen-04",32,61,72
"1296",139,"B4","gen","gen-18","A4-gen-11",51,43,53
"1297",140,"B4","learn","learn-01","A4-learn-02",33,42,54
"1298",140,"B4","learn","learn-02","A4-learn-03",52,42,53
"1299",140,"B4","learn","learn-03","A4-learn-01",31,42,52
"1300",140,"B4","learn","learn-04","A4-learn-06",62,42,53
"1301",140,"B4","learn","learn-05","A4-learn-04",53,42,54
"1302",140,"B4","learn","learn-06","A4-learn-05",61,42,52
"1303",140,"B4","gen","gen-01","A4-gen-04",32,61,52
"1304",140,"B4","gen","gen-02","A4-learn-02",33,42,54
"1305",140,"B4","gen","gen-03","A4-gen-11",51,43,62
"1306",140,"B4","gen","gen-04","A4-gen-16",63,61,72
"1307",140,"B4","gen","gen-05","A4-gen-14",63,42,54
"1308",140,"B4","gen","gen-06","A4-gen-05",41,32,52
"1309",140,"B4","gen","gen-07","A4-gen-13",63,32,44
"1310",140,"B4","gen","gen-08","A4-learn-01",31,42,53
"1311",140,"B4","gen","gen-09","A4-gen-02",32,42,53
"1312",140,"B4","gen","gen-10","A4-gen-03",32,43,54
"1313",140,"B4","gen","gen-11","A4-gen-07",41,43,32
"1314",140,"B4","gen","gen-12","A4-gen-12",51,61,51
"1315",140,"B4","gen","gen-13","A4-gen-06",41,42,52
"1316",140,"B4","gen","gen-14","A4-gen-10",51,42,52
"1317",140,"B4","gen","gen-15","A4-gen-09",51,32,52
"1318",140,"B4","gen","gen-16","A4-gen-08",41,61,51
"1319",140,"B4","gen","gen-17","A4-gen-15",63,43,64
"1320",140,"B4","gen","gen-18","A4-gen-01",32,32,52
"1321",142,"B4","learn","learn-01","A4-learn-03",52,42,53
"1322",142,"B4","learn","learn-02","A4-learn-01",31,42,52
"1323",142,"B4","learn","learn-03","A4-learn-06",62,42,53
"1324",142,"B4","learn","learn-04","A4-learn-02",33,42,54
"1325",142,"B4","learn","learn-05","A4-learn-04",53,42,54
"1326",142,"B4","learn","learn-06","A4-learn-05",61,42,52
"1327",142,"B4","gen","gen-01","A4-gen-10",51,42,52
"1328",142,"B4","gen","gen-02","A4-gen-01",32,32,53
"1329",142,"B4","gen","gen-03","A4-gen-07",41,43,52
"1330",142,"B4","gen","gen-04","A4-gen-11",51,43,52
"1331",142,"B4","gen","gen-05","A4-gen-02",32,42,53
"1332",142,"B4","gen","gen-06","A4-gen-05",41,32,52
"1333",142,"B4","gen","gen-07","A4-gen-14",63,42,54
"1334",142,"B4","gen","gen-08","A4-gen-15",63,43,54
"1335",142,"B4","gen","gen-09","A4-gen-06",41,42,52
"1336",142,"B4","gen","gen-10","A4-gen-03",32,43,52
"1337",142,"B4","gen","gen-11","A4-gen-09",51,32,52
"1338",142,"B4","gen","gen-12","A4-gen-13",63,32,54
"1339",142,"B4","gen","gen-13","A4-gen-12",51,61,52
"1340",142,"B4","gen","gen-14","A4-learn-02",33,42,54
"1341",142,"B4","gen","gen-15","A4-gen-08",41,61,52
"1342",142,"B4","gen","gen-16","A4-gen-16",63,61,54
"1343",142,"B4","gen","gen-17","A4-gen-04",32,61,53
"1344",142,"B4","gen","gen-18","A4-learn-01",31,42,52
"1345",143,"B4","learn","learn-01","A4-learn-02",33,42,54
"1346",143,"B4","learn","learn-02","A4-learn-05",61,42,52
"1347",143,"B4","learn","learn-03","A4-learn-06",62,42,53
"1348",143,"B4","learn","learn-04","A4-learn-04",53,42,54
"1349",143,"B4","learn","learn-05","A4-learn-03",52,42,53
"1350",143,"B4","learn","learn-06","A4-learn-01",31,42,52
"1351",143,"B4","gen","gen-01","A4-gen-06",41,42,51
"1352",143,"B4","gen","gen-02","A4-gen-05",41,32,52
"1353",143,"B4","gen","gen-03","A4-gen-15",63,43,54
"1354",143,"B4","gen","gen-04","A4-gen-01",32,32,32
"1355",143,"B4","gen","gen-05","A4-gen-14",63,42,54
"1356",143,"B4","gen","gen-06","A4-gen-02",32,42,54
"1357",143,"B4","gen","gen-07","A4-gen-11",51,43,52
"1358",143,"B4","gen","gen-08","A4-gen-03",32,43,52
"1359",143,"B4","gen","gen-09","A4-gen-09",51,32,53
"1360",143,"B4","gen","gen-10","A4-learn-01",31,42,54
"1361",143,"B4","gen","gen-11","A4-gen-13",63,32,64
"1362",143,"B4","gen","gen-12","A4-gen-04",32,61,52
"1363",143,"B4","gen","gen-13","A4-gen-12",51,61,62
"1364",143,"B4","gen","gen-14","A4-learn-06",62,42,52
"1365",143,"B4","gen","gen-15","A4-gen-08",41,61,52
"1366",143,"B4","gen","gen-16","A4-gen-10",51,42,52
"1367",143,"B4","gen","gen-17","A4-gen-16",63,61,54
"1368",143,"B4","gen","gen-18","A4-gen-07",41,43,52
"1369",144,"B4","learn","learn-01","A4-learn-05",61,42,52
"1370",144,"B4","learn","learn-02","A4-learn-01",31,42,52
"1371",144,"B4","learn","learn-03","A4-learn-04",53,42,54
"1372",144,"B4","learn","learn-04","A4-learn-03",52,42,53
"1373",144,"B4","learn","learn-05","A4-learn-06",62,42,53
"1374",144,"B4","learn","learn-06","A4-learn-02",33,42,54
"1375",144,"B4","gen","gen-01","A4-gen-10",51,42,52
"1376",144,"B4","gen","gen-02","A4-gen-11",51,43,62
"1377",144,"B4","gen","gen-03","A4-gen-12",51,61,53
"1378",144,"B4","gen","gen-04","A4-gen-14",63,42,53
"1379",144,"B4","gen","gen-05","A4-learn-03",52,42,54
"1380",144,"B4","gen","gen-06","A4-gen-01",32,32,43
"1381",144,"B4","gen","gen-07","A4-gen-15",63,43,53
"1382",144,"B4","gen","gen-08","A4-gen-16",63,61,32
"1383",144,"B4","gen","gen-09","A4-gen-08",41,61,32
"1384",144,"B4","gen","gen-10","A4-gen-06",41,42,53
"1385",144,"B4","gen","gen-11","A4-gen-03",32,43,54
"1386",144,"B4","gen","gen-12","A4-gen-02",32,42,53
"1387",144,"B4","gen","gen-13","A4-gen-04",32,61,32
"1388",144,"B4","gen","gen-14","A4-gen-09",51,32,43
"1389",144,"B4","gen","gen-15","A4-learn-02",33,42,53
"1390",144,"B4","gen","gen-16","A4-gen-07",41,43,32
"1391",144,"B4","gen","gen-17","A4-gen-05",41,32,52
"1392",144,"B4","gen","gen-18","A4-gen-13",63,32,42
"1393",145,"B4","learn","learn-01","A4-learn-04",53,42,54
"1394",145,"B4","learn","learn-02","A4-learn-06",62,42,53
"1395",145,"B4","learn","learn-03","A4-learn-01",31,42,52
"1396",145,"B4","learn","learn-04","A4-learn-02",33,42,54
"1397",145,"B4","learn","learn-05","A4-learn-03",52,42,53
"1398",145,"B4","learn","learn-06","A4-learn-05",61,42,52
"1399",145,"B4","gen","gen-01","A4-gen-06",41,42,53
"1400",145,"B4","gen","gen-02","A4-gen-11",51,43,51
"1401",145,"B4","gen","gen-03","A4-gen-16",63,61,54
"1402",145,"B4","gen","gen-04","A4-gen-13",63,32,44
"1403",145,"B4","gen","gen-05","A4-gen-07",41,43,52
"1404",145,"B4","gen","gen-06","A4-gen-10",51,42,52
"1405",145,"B4","gen","gen-07","A4-learn-01",31,42,53
"1406",145,"B4","gen","gen-08","A4-gen-04",32,61,73
"1407",145,"B4","gen","gen-09","A4-gen-03",32,43,53
"1408",145,"B4","gen","gen-10","A4-gen-02",32,42,53
"1409",145,"B4","gen","gen-11","A4-gen-15",63,43,54
"1410",145,"B4","gen","gen-12","A4-gen-08",41,61,72
"1411",145,"B4","gen","gen-13","A4-gen-12",51,61,72
"1412",145,"B4","gen","gen-14","A4-gen-14",63,42,54
"1413",145,"B4","gen","gen-15","A4-gen-05",41,32,42
"1414",145,"B4","gen","gen-16","A4-gen-09",51,32,42
"1415",145,"B4","gen","gen-17","A4-learn-05",61,42,52
"1416",145,"B4","gen","gen-18","A4-gen-01",32,32,43
"1417",146,"B2","learn","learn-01","A2-learn-04",53,42,63
"1418",146,"B2","learn","learn-02","A2-learn-05",61,42,73
"1419",146,"B2","learn","learn-03","A2-learn-03",52,42,63
"1420",146,"B2","learn","learn-04","A2-learn-06",62,42,73
"1421",146,"B2","learn","learn-05","A2-learn-01",31,42,43
"1422",146,"B2","learn","learn-06","A2-learn-02",33,42,43
"1423",146,"B2","gen","gen-01","A2-gen-04",32,61,43
"1424",146,"B2","gen","gen-02","A2-gen-11",51,43,63
"1425",146,"B2","gen","gen-03","A2-gen-01",32,32,43
"1426",146,"B2","gen","gen-04","A2-gen-02",32,42,43
"1427",146,"B2","gen","gen-05","A2-gen-12",51,61,63
"1428",146,"B2","gen","gen-06","A2-gen-13",63,32,73
"1429",146,"B2","gen","gen-07","A2-gen-16",63,61,73
"1430",146,"B2","gen","gen-08","A2-gen-14",63,42,73
"1431",146,"B2","gen","gen-09","A2-gen-05",41,32,53
"1432",146,"B2","gen","gen-10","A2-gen-07",41,43,53
"1433",146,"B2","gen","gen-11","A2-learn-03",52,42,63
"1434",146,"B2","gen","gen-12","A2-gen-03",32,43,43
"1435",146,"B2","gen","gen-13","A2-gen-09",51,32,63
"1436",146,"B2","gen","gen-14","A2-gen-08",41,61,53
"1437",146,"B2","gen","gen-15","A2-learn-01",31,42,43
"1438",146,"B2","gen","gen-16","A2-gen-15",63,43,73
"1439",146,"B2","gen","gen-17","A2-gen-10",51,42,63
"1440",146,"B2","gen","gen-18","A2-gen-06",41,42,53
"1441",152,"B4","learn","learn-01","A4-learn-01",31,42,52
"1442",152,"B4","learn","learn-02","A4-learn-03",52,42,53
"1443",152,"B4","learn","learn-03","A4-learn-05",61,42,52
"1444",152,"B4","learn","learn-04","A4-learn-04",53,42,54
"1445",152,"B4","learn","learn-05","A4-learn-02",33,42,54
"1446",152,"B4","learn","learn-06","A4-learn-06",62,42,53
"1447",152,"B4","gen","gen-01","A4-gen-02",32,42,52
"1448",152,"B4","gen","gen-02","A4-gen-05",41,32,43
"1449",152,"B4","gen","gen-03","A4-gen-16",63,61,74
"1450",152,"B4","gen","gen-04","A4-gen-01",32,32,42
"1451",152,"B4","gen","gen-05","A4-gen-04",32,61,73
"1452",152,"B4","gen","gen-06","A4-gen-11",51,43,54
"1453",152,"B4","gen","gen-07","A4-gen-03",32,43,54
"1454",152,"B4","gen","gen-08","A4-gen-15",63,43,54
"1455",152,"B4","gen","gen-09","A4-learn-04",53,42,54
"1456",152,"B4","gen","gen-10","A4-learn-05",61,42,53
"1457",152,"B4","gen","gen-11","A4-gen-09",51,32,43
"1458",152,"B4","gen","gen-12","A4-gen-14",63,42,54
"1459",152,"B4","gen","gen-13","A4-gen-10",51,42,53
"1460",152,"B4","gen","gen-14","A4-gen-13",63,32,44
"1461",152,"B4","gen","gen-15","A4-gen-07",41,43,54
"1462",152,"B4","gen","gen-16","A4-gen-06",41,42,53
"1463",152,"B4","gen","gen-17","A4-gen-12",51,61,72
"1464",152,"B4","gen","gen-18","A4-gen-08",41,61,62
"1465",153,"B4","learn","learn-01","A4-learn-06",62,42,53
"1466",153,"B4","learn","learn-02","A4-learn-05",61,42,52
"1467",153,"B4","learn","learn-03","A4-learn-02",33,42,54
"1468",153,"B4","learn","learn-04","A4-learn-04",53,42,54
"1469",153,"B4","learn","learn-05","A4-learn-01",31,42,52
"1470",153,"B4","learn","learn-06","A4-learn-03",52,42,53
"1471",153,"B4","gen","gen-01","A4-gen-06",41,42,54
"1472",153,"B4","gen","gen-02","A4-gen-09",51,32,44
"1473",153,"B4","gen","gen-03","A4-learn-02",33,42,54
"1474",153,"B4","gen","gen-04","A4-gen-12",51,61,72
"1475",153,"B4","gen","gen-05","A4-gen-05",41,32,44
"1476",153,"B4","gen","gen-06","A4-gen-03",32,43,54
"1477",153,"B4","gen","gen-07","A4-gen-16",63,61,72
"1478",153,"B4","gen","gen-08","A4-gen-13",63,32,43
"1479",153,"B4","gen","gen-09","A4-gen-04",32,61,72
"1480",153,"B4","gen","gen-10","A4-gen-10",51,42,53
"1481",153,"B4","gen","gen-11","A4-gen-14",63,42,53
"1482",153,"B4","gen","gen-12","A4-gen-07",41,43,54
"1483",153,"B4","gen","gen-13","A4-gen-11",51,43,54
"1484",153,"B4","gen","gen-14","A4-gen-01",32,32,43
"1485",153,"B4","gen","gen-15","A4-gen-02",32,42,53
"1486",153,"B4","gen","gen-16","A4-gen-08",41,61,72
"1487",153,"B4","gen","gen-17","A4-learn-05",61,42,53
"1488",153,"B4","gen","gen-18","A4-gen-15",63,43,54
"1489",155,"B2","learn","learn-01","A2-learn-02",33,42,43
"1490",155,"B2","learn","learn-02","A2-learn-01",31,42,43
"1491",155,"B2","learn","learn-03","A2-learn-04",53,42,63
"1492",155,"B2","learn","learn-04","A2-learn-03",52,42,63
"1493",155,"B2","learn","learn-05","A2-learn-05",61,42,73
"1494",155,"B2","learn","learn-06","A2-learn-06",62,42,73
"1495",155,"B2","gen","gen-01","A2-learn-01",31,42,43
"1496",155,"B2","gen","gen-02","A2-gen-13",63,32,61
"1497",155,"B2","gen","gen-03","A2-learn-05",61,42,73
"1498",155,"B2","gen","gen-04","A2-gen-16",63,61,73
"1499",155,"B2","gen","gen-05","A2-gen-12",51,61,63
"1500",155,"B2","gen","gen-06","A2-gen-07",41,43,43
"1501",155,"B2","gen","gen-07","A2-gen-08",41,61,73
"1502",155,"B2","gen","gen-08","A2-gen-11",51,43,51
"1503",155,"B2","gen","gen-09","A2-gen-05",41,32,43
"1504",155,"B2","gen","gen-10","A2-gen-06",41,42,43
"1505",155,"B2","gen","gen-11","A2-gen-04",32,61,43
"1506",155,"B2","gen","gen-12","A2-gen-15",63,43,71
"1507",155,"B2","gen","gen-13","A2-gen-02",32,42,43
"1508",155,"B2","gen","gen-14","A2-gen-01",32,32,33
"1509",155,"B2","gen","gen-15","A2-gen-10",51,42,62
"1510",155,"B2","gen","gen-16","A2-gen-03",32,43,42
"1511",155,"B2","gen","gen-17","A2-gen-09",51,32,53
"1512",155,"B2","gen","gen-18","A2-gen-14",63,42,72
"1513",156,"B3","learn","learn-01","A3-learn-06",42,62,73
"1514",156,"B3","learn","learn-02","A3-learn-02",42,33,43
"1515",156,"B3","learn","learn-03","A3-learn-01",42,31,43
"1516",156,"B3","learn","learn-04","A3-learn-03",42,52,63
"1517",156,"B3","learn","learn-05","A3-learn-04",42,53,63
"1518",156,"B3","learn","learn-06","A3-learn-05",42,61,73
"1519",156,"B3","gen","gen-01","A3-gen-02",32,41,53
"1520",156,"B3","gen","gen-02","A3-gen-03",32,51,63
"1521",156,"B3","gen","gen-03","A3-gen-04",32,63,73
"1522",156,"B3","gen","gen-04","A3-gen-13",61,32,43
"1523",156,"B3","gen","gen-05","A3-gen-08",42,63,73
"1524",156,"B3","gen","gen-06","A3-gen-16",61,63,74
"1525",156,"B3","gen","gen-07","A3-gen-01",32,32,43
"1526",156,"B3","gen","gen-08","A3-gen-14",61,41,53
"1527",156,"B3","gen","gen-09","A3-learn-03",42,52,63
"1528",156,"B3","gen","gen-10","A3-learn-04",42,53,63
"1529",156,"B3","gen","gen-11","A3-gen-12",43,63,73
"1530",156,"B3","gen","gen-12","A3-gen-09",43,32,43
"1531",156,"B3","gen","gen-13","A3-gen-11",43,51,63
"1532",156,"B3","gen","gen-14","A3-gen-15",61,51,63
"1533",156,"B3","gen","gen-15","A3-gen-05",42,32,43
"1534",156,"B3","gen","gen-16","A3-gen-06",42,41,53
"1535",156,"B3","gen","gen-17","A3-gen-10",43,41,53
"1536",156,"B3","gen","gen-18","A3-gen-07",42,51,63
"1537",158,"B4","learn","learn-01","A4-learn-05",61,42,52
"1538",158,"B4","learn","learn-02","A4-learn-06",62,42,53
"1539",158,"B4","learn","learn-03","A4-learn-03",52,42,53
"1540",158,"B4","learn","learn-04","A4-learn-02",33,42,54
"1541",158,"B4","learn","learn-05","A4-learn-01",31,42,52
"1542",158,"B4","learn","learn-06","A4-learn-04",53,42,54
"1543",158,"B4","gen","gen-01","A4-gen-05",41,32,52
"1544",158,"B4","gen","gen-02","A4-gen-09",51,32,52
"1545",158,"B4","gen","gen-03","A4-gen-04",32,61,42
"1546",158,"B4","gen","gen-04","A4-gen-01",32,32,43
"1547",158,"B4","gen","gen-05","A4-gen-03",32,43,54
"1548",158,"B4","gen","gen-06","A4-gen-16",63,61,42
"1549",158,"B4","gen","gen-07","A4-gen-13",63,32,44
"1550",158,"B4","gen","gen-08","A4-gen-07",41,43,54
"1551",158,"B4","gen","gen-09","A4-gen-12",51,61,42
"1552",158,"B4","gen","gen-10","A4-gen-02",32,42,53
"1553",158,"B4","gen","gen-11","A4-gen-08",41,61,53
"1554",158,"B4","gen","gen-12","A4-gen-11",51,43,53
"1555",158,"B4","gen","gen-13","A4-learn-06",62,42,53
"1556",158,"B4","gen","gen-14","A4-gen-10",51,42,53
"1557",158,"B4","gen","gen-15","A4-gen-14",63,42,54
"1558",158,"B4","gen","gen-16","A4-gen-06",41,42,53
"1559",158,"B4","gen","gen-17","A4-learn-03",52,42,53
"1560",158,"B4","gen","gen-18","A4-gen-15",63,43,54
"1561",159,"B1","learn","learn-01","A1-learn-02",42,33,54
"1562",159,"B1","learn","learn-02","A1-learn-03",42,52,53
