"","ix","condition","phase","tid","sid","agent","recipient","result"
"1999",189,"B3","gen","gen-01","A3-gen-09",43,32,44
"2000",189,"B3","gen","gen-02","A3-gen-08",42,63,71
"2001",189,"B3","gen","gen-03","A3-gen-10",43,41,33
"2002",189,"B3","gen","gen-04","A3-gen-11",43,51,53
"2003",189,"B3","gen","gen-05","A3-gen-13",61,32,41
"2004",189,"B3","gen","gen-06","A3-learn-03",42,52,61
"2005",189,"B3","gen","gen-07","A3-gen-04",32,63,71
"2006",189,"B3","gen","gen-08","A3-gen-01",32,32,43
"2007",189,"B3","gen","gen-09","A3-gen-16",61,63,71
"2008",189,"B3","gen","gen-10","A3-gen-05",42,32,41
"2009",189,"B3","gen","gen-11","A3-gen-02",32,41,31
"2010",189,"B3","gen","gen-12","A3-learn-04",42,53,64
"2011",189,"B3","gen","gen-13","A3-gen-15",61,51,63
"2012",189,"B3","gen","gen-14","A3-gen-14",61,41,63
"2013",189,"B3","gen","gen-15","A3-gen-07",42,51,43
"2014",189,"B3","gen","gen-16","A3-gen-03",32,51,33
"2015",189,"B3","gen","gen-17","A3-gen-06",42,41,44
"2016",189,"B3","gen","gen-18","A3-gen-12",43,63,71
"2017",190,"B4","learn","learn-01","A4-learn-06",62,42,53
"2018",190,"B4","learn","learn-02","A4-learn-01",31,42,52
"2019",190,"B4","learn","learn-03","A4-learn-04",53,42,54
"2020",190,"B4","learn","learn-04","A4-learn-02",33,42,54
"2021",190,"B4","learn","learn-05","A4-learn-03",52,42,53
"2022",190,"B4","learn","learn-06","A4-learn-05",61,42,52
"2023",190,"B4","gen","gen-01","A4-gen-01",32,32,32
"2024",190,"B4","gen","gen-02","A4-gen-02",32,42,53
"2025",190,"B4","gen","gen-03","A4-learn-02",33,42,53
"2026",190,"B4","gen","gen-04","A4-gen-04",32,61,62
"2027",190,"B4","gen","gen-05","A4-gen-10",51,42,53
"2028",190,"B4","gen","gen-06","A4-gen-06",41,42,42
"2029",190,"B4","gen","gen-07","A4-gen-15",63,43,53
"2030",190,"B4","gen","gen-08","A4-gen-16",63,61,61
"2031",190,"B4","gen","gen-09","A4-gen-09",51,32,32
"2032",190,"B4","gen","gen-10","A4-gen-14",63,42,53
"2033",190,"B4","gen","gen-11","A4-gen-03",32,43,53
"2034",190,"B4","gen","gen-12","A4-gen-12",51,61,61
"2035",190,"B4","gen","gen-13","A4-gen-11",51,43,54
"2036",190,"B4","gen","gen-14","A4-gen-07",41,43,43
"2037",190,"B4","gen","gen-15","A4-gen-13",63,32,32
"2038",190,"B4","gen","gen-16","A4-gen-05",41,32,32
"2039",190,"B4","gen","gen-17","A4-learn-03",52,42,53
"2040",190,"B4","gen","gen-18","A4-gen-08",41,61,61
"2041",194,"B4","learn","learn-01","A4-learn-06",62,42,53
"2042",194,"B4","learn","learn-02","A4-learn-02",33,42,54
"2043",194,"B4","learn","learn-03","A4-learn-04",53,42,54
"2044",194,"B4","learn","learn-04","A4-learn-03",52,42,53
"2045",194,"B4","learn","learn-05","A4-learn-05",61,42,52
"2046",194,"B4","learn","learn-06","A4-learn-01",31,42,52
"2047",194,"B4","gen","gen-01","A4-gen-06",41,42,43
"2048",194,"B4","gen","gen-02","A4-gen-09",51,32,53
"2049",194,"B4","gen","gen-03","A4-gen-16",63,61,54
"2050",194,"B4","gen","gen-04","A4-gen-14",63,42,52
"2051",194,"B4","gen","gen-05","A4-gen-07",41,43,54
"2052",194,"B4","gen","gen-06","A4-gen-08",41,61,54
"2053",194,"B4","gen","gen-07","A4-learn-05",61,42,52
"2054",194,"B4","gen","gen-08","A4-gen-03",32,43,53
"2055",194,"B4","gen","gen-09","A4-gen-05",41,32,52
"2056",194,"B4","gen","gen-10","A4-gen-11",51,43,54
"2057",194,"B4","gen","gen-11","A4-gen-15",63,43,54
"2058",194,"B4","gen","gen-12","A4-gen-13",63,32,53
"2059",194,"B4","gen","gen-13","A4-gen-04",32,61,52
"2060",194,"B4","gen","gen-14","A4-gen-01",32,32,52
"2061",194,"B4","gen","gen-15","A4-gen-02",32,42,52
"2062",194,"B4","gen","gen-16","A4-gen-12",51,61,51
"2063",194,"B4","gen","gen-17","A4-learn-01",31,42,53
"2064",194,"B4","gen","gen-18","A4-gen-10",51,42,52
"2065",200,"B1","learn","learn-01","A1-learn-06",42,62,53
"2066",200,"B1","learn","learn-02","A1-learn-05",42,61,52
"2067",200,"B1","learn","learn-03","A1-learn-02",42,33,54
"2068",200,"B1","learn","learn-04","A1-learn-03",42,52,53
"2069",200,"B1","learn","learn-05","A1-learn-01",42,31,52
"2070",200,"B1","learn","learn-06","A1-learn-04",42,53,54
"2071",200,"B1","gen","gen-01","A1-learn-06",42,62,53
"2072",200,"B1","gen","gen-02","A1-gen-14",61,41,32
"2073",200,"B1","gen","gen-03","A1-gen-09",43,32,53
"2074",200,"B1","gen","gen-04","A1-gen-08",42,63,54
"2075",200,"B1","gen","gen-05","A1-gen-01",32,32,33
"2076",200,"B1","gen","gen-06","A1-gen-04",32,63,74
"2077",200,"B1","gen","gen-07","A1-gen-07",42,51,52
"2078",200,"B1","gen","gen-08","A1-learn-03",42,52,73
"2079",200,"B1","gen","gen-09","A1-gen-11",43,51,52
"2080",200,"B1","gen","gen-10","A1-gen-16",61,63,44
"2081",200,"B1","gen","gen-11","A1-gen-13",61,32,73
"2082",200,"B1","gen","gen-12","A1-gen-03",32,51,32
"2083",200,"B1","gen","gen-13","A1-gen-15",61,51,52
"2084",200,"B1","gen","gen-14","A1-gen-06",42,41,42
"2085",200,"B1","gen","gen-15","A1-gen-02",32,41,52
"2086",200,"B1","gen","gen-16","A1-gen-12",43,63,54
"2087",200,"B1","gen","gen-17","A1-gen-05",42,32,53
"2088",200,"B1","gen","gen-18","A1-gen-10",43,41,42
"2089",202,"B4","learn","learn-01","A4-learn-06",62,42,53
"2090",202,"B4","learn","learn-02","A4-learn-04",53,42,54
"2091",202,"B4","learn","learn-03","A4-learn-01",31,42,52
"2092",202,"B4","learn","learn-04","A4-learn-05",61,42,52
"2093",202,"B4","learn","learn-05","A4-learn-03",52,42,53
"2094",202,"B4","learn","learn-06","A4-learn-02",33,42,54
"2095",202,"B4","gen","gen-01","A4-gen-11",51,43,52
"2096",202,"B4","gen","gen-02","A4-gen-07",41,43,51
"2097",202,"B4","gen","gen-03","A4-gen-15",63,43,53
"2098",202,"B4","gen","gen-04","A4-gen-16",63,61,53
"2099",202,"B4","gen","gen-05","A4-learn-04",53,42,53
"2100",202,"B4","gen","gen-06","A4-gen-13",63,32,53
"2101",202,"B4","gen","gen-07","A4-gen-10",51,42,51
"2102",202,"B4","gen","gen-08","A4-gen-08",41,61,51
"2103",202,"B4","gen","gen-09","A4-learn-06",62,42,52
"2104",202,"B4","gen","gen-10","A4-gen-05",41,32,51
"2105",202,"B4","gen","gen-11","A4-gen-14",63,42,53
"2106",202,"B4","gen","gen-12","A4-gen-04",32,61,72
"2107",202,"B4","gen","gen-13","A4-gen-12",51,61,71
"2108",202,"B4","gen","gen-14","A4-gen-02",32,42,52
"2109",202,"B4","gen","gen-15","A4-gen-01",32,32,42
"2110",202,"B4","gen","gen-16","A4-gen-09",51,32,41
"2111",202,"B4","gen","gen-17","A4-gen-03",32,43,52
"2112",202,"B4","gen","gen-18","A4-gen-06",41,42,51
"2113",203,"B2","learn","learn-01","A2-learn-04",53,42,63
"2114",203,"B2","learn","learn-02","A2-learn-05",61,42,73
"2115",203,"B2","learn","learn-03","A2-learn-02",33,42,43
"2116",203,"B2","learn","learn-04","A2-learn-03",52,42,63
"2117",203,"B2","learn","learn-05","A2-learn-01",31,42,43
"2118",203,"B2","learn","learn-06","A2-learn-06",62,42,73
"2119",203,"B2","gen","gen-01","A2-gen-11",51,43,64
"2120",203,"B2","gen","gen-02","A2-gen-09",51,32,63
"2121",203,"B2","gen","gen-03","A2-gen-01",32,32,43
"2122",203,"B2","gen","gen-04","A2-gen-08",41,61,52
"2123",203,"B2","gen","gen-05","A2-gen-06",41,42,53
"2124",203,"B2","gen","gen-06","A2-gen-14",63,42,73
"2125",203,"B2","gen","gen-07","A2-gen-02",32,42,43
"2126",203,"B2","gen","gen-08","A2-gen-05",41,32,52
"2127",203,"B2","gen","gen-09","A2-gen-10",51,42,63
"2128",203,"B2","gen","gen-10","A2-gen-12",51,61,63
"2129",203,"B2","gen","gen-11","A2-gen-13",63,32,73
"2130",203,"B2","gen","gen-12","A2-gen-04",32,61,43
"2131",203,"B2","gen","gen-13","A2-gen-07",41,43,54
"2132",203,"B2","gen","gen-14","A2-gen-15",63,43,74
"2133",203,"B2","gen","gen-15","A2-learn-05",61,42,73
"2134",203,"B2","gen","gen-16","A2-gen-16",63,61,73
"2135",203,"B2","gen","gen-17","A2-learn-04",53,42,63
"2136",203,"B2","gen","gen-18","A2-gen-03",32,43,44
"2137",205,"B2","learn","learn-01","A2-learn-02",33,42,43
"2138",205,"B2","learn","learn-02","A2-learn-01",31,42,43
"2139",205,"B2","learn","learn-03","A2-learn-05",61,42,73
"2140",205,"B2","learn","learn-04","A2-learn-06",62,42,73
"2141",205,"B2","learn","learn-05","A2-learn-03",52,42,63
"2142",205,"B2","learn","learn-06","A2-learn-04",53,42,63
"2143",205,"B2","gen","gen-01","A2-learn-02",33,42,43
"2144",205,"B2","gen","gen-02","A2-gen-14",63,42,73
"2145",205,"B2","gen","gen-03","A2-gen-05",41,32,31
"2146",205,"B2","gen","gen-04","A2-gen-15",63,43,73
"2147",205,"B2","gen","gen-05","A2-gen-11",51,43,61
"2148",205,"B2","gen","gen-06","A2-gen-08",41,61,51
"2149",205,"B2","gen","gen-07","A2-gen-03",32,43,42
"2150",205,"B2","gen","gen-08","A2-gen-06",41,42,41
"2151",205,"B2","gen","gen-09","A2-gen-04",32,61,52
"2152",205,"B2","gen","gen-10","A2-gen-02",32,42,42
"2153",205,"B2","gen","gen-11","A2-gen-16",63,61,63
"2154",205,"B2","gen","gen-12","A2-gen-13",63,32,43
"2155",205,"B2","gen","gen-13","A2-gen-10",51,42,32
"2156",205,"B2","gen","gen-14","A2-gen-12",51,61,31
"2157",205,"B2","gen","gen-15","A2-gen-09",51,32,41
"2158",205,"B2","gen","gen-16","A2-gen-07",41,43,41
"2159",205,"B2","gen","gen-17","A2-learn-06",62,42,32
"2160",205,"B2","gen","gen-18","A2-gen-01",32,32,32
"2161",206,"B3","learn","learn-01","A3-learn-06",42,62,73
"2162",206,"B3","learn","learn-02","A3-learn-05",42,61,73
"2163",206,"B3","learn","learn-03","A3-learn-01",42,31,43
"2164",206,"B3","learn","learn-04","A3-learn-02",42,33,43
"2165",206,"B3","learn","learn-05","A3-learn-04",42,53,63
"2166",206,"B3","learn","learn-06","A3-learn-03",42,52,63
"2167",206,"B3","gen","gen-01","A3-learn-04",42,53,64
"2168",206,"B3","gen","gen-02","A3-gen-10",43,41,53
"2169",206,"B3","gen","gen-03","A3-gen-02",32,41,33
"2170",206,"B3","gen","gen-04","A3-gen-13",61,32,53
"2171",206,"B3","gen","gen-05","A3-learn-02",42,33,43
"2172",206,"B3","gen","gen-06","A3-gen-01",32,32,43
"2173",206,"B3","gen","gen-07","A3-gen-11",43,51,63
"2174",206,"B3","gen","gen-08","A3-gen-03",32,51,43
"2175",206,"B3","gen","gen-09","A3-gen-06",42,41,53
"2176",206,"B3","gen","gen-10","A3-gen-04",32,63,43
"2177",206,"B3","gen","gen-11","A3-gen-16",61,63,43
"2178",206,"B3","gen","gen-12","A3-gen-07",42,51,63
"2179",206,"B3","gen","gen-13","A3-gen-09",43,32,43
"2180",206,"B3","gen","gen-14","A3-gen-12",43,63,73
"2181",206,"B3","gen","gen-15","A3-gen-15",61,51,72
"2182",206,"B3","gen","gen-16","A3-gen-14",61,41,63
"2183",206,"B3","gen","gen-17","A3-gen-08",42,63,73
"2184",206,"B3","gen","gen-18","A3-gen-05",42,32,43
"2185",207,"B4","learn","learn-01","A4-learn-06",62,42,53
"2186",207,"B4","learn","learn-02","A4-learn-04",53,42,54
"2187",207,"B4","learn","learn-03","A4-learn-01",31,42,52
"2188",207,"B4","learn","learn-04","A4-learn-05",61,42,52
"2189",207,"B4","learn","learn-05","A4-learn-02",33,42,54
"2190",207,"B4","learn","learn-06","A4-learn-03",52,42,53
"2191",207,"B4","gen","gen-01","A4-gen-03",32,43,54
"2192",207,"B4","gen","gen-02","A4-gen-15",63,43,54
"2193",207,"B4","gen","gen-03","A4-gen-01",32,32,43
"2194",207,"B4","gen","gen-04","A4-gen-08",41,61,72
"2195",207,"B4","gen","gen-05","A4-gen-06",41,42,52
"2196",207,"B4","gen","gen-06","A4-gen-10",51,42,52
"2197",207,"B4","gen","gen-07","A4-learn-04",53,42,54
"2198",207,"B4","gen","gen-08","A4-gen-13",63,32,44
"2199",207,"B4","gen","gen-09","A4-gen-11",51,43,52
"2200",207,"B4","gen","gen-10","A4-learn-05",61,42,52
"2201",207,"B4","gen","gen-11","A4-gen-07",41,43,52
"2202",207,"B4","gen","gen-12","A4-gen-04",32,61,73
"2203",207,"B4","gen","gen-13","A4-gen-02",32,42,53
"2204",207,"B4","gen","gen-14","A4-gen-05",41,32,42
"2205",207,"B4","gen","gen-15","A4-gen-16",63,61,74
"2206",207,"B4","gen","gen-16","A4-gen-12",51,61,72
"2207",207,"B4","gen","gen-17","A4-gen-14",63,42,54
"2208",207,"B4","gen","gen-18","A4-gen-09",51,32,42
"2209",208,"B4","learn","learn-01","A4-learn-05",61,42,52
"2210",208,"B4","learn","learn-02","A4-learn-04",53,42,54
"2211",208,"B4","learn","learn-03","A4-learn-01",31,42,52
"2212",208,"B4","learn","learn-04","A4-learn-02",33,42,54
"2213",208,"B4","learn","learn-05","A4-learn-03",52,42,53
"2214",208,"B4","learn","learn-06","A4-learn-06",62,42,53
"2215",208,"B4","gen","gen-01","A4-gen-05",41,32,52
"2216",208,"B4","gen","gen-02","A4-gen-10",51,42,53
"2217",208,"B4","gen","gen-03","A4-gen-11",51,43,52
"2218",208,"B4","gen","gen-04","A4-gen-03",32,43,53
"2219",208,"B4","gen","gen-05","A4-learn-05",61,42,52
"2220",208,"B4","gen","gen-06","A4-gen-16",63,61,63
"2221",208,"B4","gen","gen-07","A4-gen-07",41,43,42
"2222",208,"B4","gen","gen-08","A4-gen-08",41,61,53
"2223",208,"B4","gen","gen-09","A4-gen-15",63,43,54
"2224",208,"B4","gen","gen-10","A4-gen-04",32,61,72
"2225",208,"B4","gen","gen-11","A4-gen-02",32,42,54
"2226",208,"B4","gen","gen-12","A4-gen-01",32,32,63
"2227",208,"B4","gen","gen-13","A4-learn-01",31,42,52
"2228",208,"B4","gen","gen-14","A4-gen-12",51,61,72
"2229",208,"B4","gen","gen-15","A4-gen-14",63,42,52
"2230",208,"B4","gen","gen-16","A4-gen-06",41,42,73
"2231",208,"B4","gen","gen-17","A4-gen-09",51,32,62
"2232",208,"B4","gen","gen-18","A4-gen-13",63,32,73
"2233",210,"B3","learn","learn-01","A3-learn-04",42,53,63
"2234",210,"B3","learn","learn-02","A3-learn-05",42,61,73
"2235",210,"B3","learn","learn-03","A3-learn-06",42,62,73
"2236",210,"B3","learn","learn-04","A3-learn-02",42,33,43
"2237",210,"B3","learn","learn-05","A3-learn-01",42,31,43
"2238",210,"B3","learn","learn-06","A3-learn-03",42,52,63
"2239",210,"B3","gen","gen-01","A3-gen-05",42,32,33
"2240",210,"B3","gen","gen-02","A3-learn-02",42,33,44
"2241",210,"B3","gen","gen-03","A3-gen-07",42,51,64
"2242",210,"B3","gen","gen-04","A3-gen-04",32,63,54
"2243",210,"B3","gen","gen-05","A3-gen-16",61,63,53
"2244",210,"B3","gen","gen-06","A3-gen-08",42,63,54
"2245",210,"B3","gen","gen-07","A3-gen-01",32,32,44
"2246",210,"B3","gen","gen-08","A3-gen-13",61,32,44
"2247",210,"B3","gen","gen-09","A3-gen-09",43,32,44
"2248",210,"B3","gen","gen-10","A3-gen-02",32,41,34
"2249",210,"B3","gen","gen-11","A3-learn-03",42,52,64
"2250",210,"B3","gen","gen-12","A3-gen-14",61,41,34
"2251",210,"B3","gen","gen-13","A3-gen-12",43,63,74
"2252",210,"B3","gen","gen-14","A3-gen-06",42,41,34
"2253",210,"B3","gen","gen-15","A3-gen-15",61,51,64
"2254",210,"B3","gen","gen-16","A3-gen-03",32,51,64
"2255",210,"B3","gen","gen-17","A3-gen-11",43,51,74
"2256",210,"B3","gen","gen-18","A3-gen-10",43,41,34
"2257",213,"B2","learn","learn-01","A2-learn-03",52,42,63
"2258",213,"B2","learn","learn-02","A2-learn-02",33,42,43
"2259",213,"B2","learn","learn-03","A2-learn-05",61,42,73
"2260",213,"B2","learn","learn-04","A2-learn-06",62,42,73
"2261",213,"B2","learn","learn-05","A2-learn-04",53,42,63
"2262",213,"B2","learn","learn-06","A2-learn-01",31,42,43
"2263",213,"B2","gen","gen-01","A2-gen-05",41,32,41
"2264",213,"B2","gen","gen-02","A2-learn-02",33,42,42
"2265",213,"B2","gen","gen-03","A2-gen-01",32,32,32
"2266",213,"B2","gen","gen-04","A2-gen-15",63,43,43
"2267",213,"B2","gen","gen-05","A2-gen-16",63,61,51
"2268",213,"B2","gen","gen-06","A2-gen-06",41,42,41
"2269",213,"B2","gen","gen-07","A2-gen-08",41,61,61
"2270",213,"B2","gen","gen-08","A2-gen-09",51,32,32
"2271",213,"B2","gen","gen-09","A2-gen-02",32,42,42
"2272",213,"B2","gen","gen-10","A2-gen-04",32,61,61
"2273",213,"B2","gen","gen-11","A2-gen-11",51,43,43
"2274",213,"B2","gen","gen-12","A2-learn-04",53,42,42
"2275",213,"B2","gen","gen-13","A2-gen-12",51,61,61
"2276",213,"B2","gen","gen-14","A2-gen-07",41,43,43
"2277",213,"B2","gen","gen-15","A2-gen-10",51,42,42
"2278",213,"B2","gen","gen-16","A2-gen-03",32,43,43
"2279",213,"B2","gen","gen-17","A2-gen-14",63,42,42
"2280",213,"B2","gen","gen-18","A2-gen-13",63,32,32
"2281",214,"B2","learn","learn-01","A2-learn-02",33,42,43
"2282",214,"B2","learn","learn-02","A2-learn-01",31,42,43
"2283",214,"B2","learn","learn-03","A2-learn-04",53,42,63
"2284",214,"B2","learn","learn-04","A2-learn-03",52,42,63
"2285",214,"B2","learn","learn-05","A2-learn-05",61,42,73
"2286",214,"B2","learn","learn-06","A2-learn-06",62,42,73
"2287",214,"B2","gen","gen-01","A2-gen-03",32,43,44
"2288",214,"B2","gen","gen-02","A2-gen-15",63,43,62
"2289",214,"B2","gen","gen-03","A2-gen-09",51,32,53
"2290",214,"B2","gen","gen-04","A2-gen-16",63,61,42
"2291",214,"B2","gen","gen-05","A2-learn-02",33,42,43
"2292",214,"B2","gen","gen-06","A2-gen-01",32,32,33
"2293",214,"B2","gen","gen-07","A2-gen-12",51,61,43
"2294",214,"B2","gen","gen-08","A2-gen-02",32,42,43
"2295",214,"B2","gen","gen-09","A2-gen-13",63,32,53
"2296",214,"B2","gen","gen-10","A2-gen-05",41,32,43
"2297",214,"B2","gen","gen-11","A2-gen-07",41,43,34
"2298",214,"B2","gen","gen-12","A2-gen-10",51,42,63
"2299",214,"B2","gen","gen-13","A2-gen-06",41,42,53
"2300",214,"B2","gen","gen-14","A2-gen-11",51,43,64
"2301",214,"B2","gen","gen-15","A2-gen-14",63,42,73
"2302",214,"B2","gen","gen-16","A2-learn-05",61,42,53
"2303",214,"B2","gen","gen-17","A2-gen-08",41,61,53
"2304",214,"B2","gen","gen-18","A2-gen-04",32,61,53
"2305",215,"B1","learn","learn-01","A1-learn-05",42,61,52
"2306",215,"B1","learn","learn-02","A1-learn-04",42,53,54
"2307",215,"B1","learn","learn-03","A1-learn-01",42,31,52
"2308",215,"B1","learn","learn-04","A1-learn-02",42,33,54
"2309",215,"B1","learn","learn-05","A1-learn-03",42,52,53
"2310",215,"B1","learn","learn-06","A1-learn-06",42,62,53
"2311",215,"B1","gen","gen-01","A1-gen-08",42,63,53
"2312",215,"B1","gen","gen-02","A1-gen-16",61,63,54
"2313",215,"B1","gen","gen-03","A1-learn-01",42,31,52
"2314",215,"B1","gen","gen-04","A1-gen-12",43,63,54
"2315",215,"B1","gen","gen-05","A1-gen-06",42,41,52
"2316",215,"B1","gen","gen-06","A1-gen-04",32,63,54
"2317",215,"B1","gen","gen-07","A1-gen-05",42,32,52
"2318",215,"B1","gen","gen-08","A1-gen-10",43,41,52
"2319",215,"B1","gen","gen-09","A1-gen-15",61,51,52
"2320",215,"B1","gen","gen-10","A1-gen-09",43,32,53
"2321",215,"B1","gen","gen-11","A1-learn-04",42,53,54
"2322",215,"B1","gen","gen-12","A1-gen-02",32,41,52
"2323",215,"B1","gen","gen-13","A1-gen-01",32,32,53
"2324",215,"B1","gen","gen-14","A1-gen-14",61,41,52
"2325",215,"B1","gen","gen-15","A1-gen-11",43,51,53
"2326",215,"B1","gen","gen-16","A1-gen-13",61,32,53
"2327",215,"B1","gen","gen-17","A1-gen-03",32,51,52
"2328",215,"B1","gen","gen-18","A1-gen-07",42,51,52
"2329",216,"B1","learn","learn-01","A1-learn-05",42,61,52
"2330",216,"B1","learn","learn-02","A1-learn-06",42,62,53
"2331",216,"B1","learn","learn-03","A1-learn-04",42,53,54
"2332",216,"B1","learn","learn-04","A1-learn-03",42,52,53
"2333",216,"B1","learn","learn-05","A1-learn-02",42,33,54
"2334",216,"B1","learn","learn-06","A1-learn-01",42,31,52
"2335",216,"B1","gen","gen-01","A1-gen-10",43,41,52
"2336",216,"B1","gen","gen-02","A1-gen-13",61,32,73
"2337",216,"B1","gen","gen-03","A1-gen-06",42,41,52
"2338",216,"B1","gen","gen-04","A1-gen-11",43,51,52
"2339",216,"B1","gen","gen-05","A1-gen-05",42,32,53
"2340",216,"B1","gen","gen-06","A1-gen-16",61,63,74
"2341",216,"B1","gen","gen-07","A1-gen-07",42,51,52
"2342",216,"B1","gen","gen-08","A1-gen-09",43,32,53
"2343",216,"B1","gen","gen-09","A1-gen-08",42,63,54
"2344",216,"B1","gen","gen-10","A1-gen-14",61,41,72
"2345",216,"B1","gen","gen-11","A1-gen-12",43,63,54
"2346",216,"B1","gen","gen-12","A1-gen-03",32,51,42
"2347",216,"B1","gen","gen-13","A1-gen-04",32,63,44
"2348",216,"B1","gen","gen-14","A1-gen-02",32,41,42
"2349",216,"B1","gen","gen-15","A1-gen-15",61,51,72
"2350",216,"B1","gen","gen-16","A1-learn-04",42,53,54
"2351",216,"B1","gen","gen-17","A1-gen-01",32,32,43
"2352",216,"B1","gen","gen-18","A1-learn-06",42,62,53
"2353",217,"B2","learn","learn-01","A2-learn-05",61,42,73
"2354",217,"B2","learn","learn-02","A2-learn-03",52,42,63
"2355",217,"B2","learn","learn-03","A2-learn-01",31,42,43
"2356",217,"B2","learn","learn-04","A2-learn-04",53,42,63
"2357",217,"B2","learn","learn-05","A2-learn-06",62,42,73
"2358",217,"B2","learn","learn-06","A2-learn-02",33,42,43
"2359",217,"B2","gen","gen-01","A2-gen-15",63,43,53
"2360",217,"B2","gen","gen-02","A2-gen-02",32,42,43
"2361",217,"B2","gen","gen-03","A2-gen-11",51,43,53
"2362",217,"B2","gen","gen-04","A2-gen-12",51,61,53
"2363",217,"B2","gen","gen-05","A2-gen-08",41,61,63
"2364",217,"B2","gen","gen-06","A2-gen-16",63,61,63
"2365",217,"B2","gen","gen-07","A2-gen-05",41,32,43
"2366",217,"B2","gen","gen-08","A2-gen-07",41,43,53
"2367",217,"B2","gen","gen-09","A2-gen-06",41,42,53
"2368",217,"B2","gen","gen-10","A2-learn-01",31,42,53
"2369",217,"B2","gen","gen-11","A2-learn-06",62,42,62
"2370",217,"B2","gen","gen-12","A2-gen-14",63,42,73
"2371",217,"B2","gen","gen-13","A2-gen-03",32,43,53
"2372",217,"B2","gen","gen-14","A2-gen-13",63,32,73
"2373",217,"B2","gen","gen-15","A2-gen-10",51,42,53
"2374",217,"B2","gen","gen-16","A2-gen-04",32,61,63
"2375",217,"B2","gen","gen-17","A2-gen-01",32,32,43
"2376",217,"B2","gen","gen-18","A2-gen-09",51,32,53
"2377",218,"B2","learn","learn-01","A2-learn-03",52,42,63
"2378",218,"B2","learn","learn-02","A2-learn-01",31,42,43
"2379",218,"B2","learn","learn-03","A2-learn-04",53,42,63
"2380",218,"B2","learn","learn-04","A2-learn-05",61,42,73
"2381",218,"B2","learn","learn-05","A2-learn-02",33,42,43
"2382",218,"B2","learn","learn-06","A2-learn-06",62,42,73
"2383",218,"B2","gen","gen-01","A2-gen-08",41,61,52
"2384",218,"B2","gen","gen-02","A2-gen-05",41,32,53
"2385",218,"B2","gen","gen-03","A2-gen-10",51,42,63
"2386",218,"B2","gen","gen-04","A2-gen-12",51,61,62
"2387",218,"B2","gen","gen-05","A2-learn-01",31,42,43
"2388",218,"B2","gen","gen-06","A2-gen-04",32,61,42
"2389",218,"B2","gen","gen-07","A2-learn-03",52,42,63
"2390",218,"B2","gen","gen-08","A2-gen-03",32,43,44
"2391",218,"B2","gen","gen-09","A2-gen-01",32,32,43
"2392",218,"B2","gen","gen-10","A2-gen-14",63,42,73
"2393",218,"B2","gen","gen-11","A2-gen-09",51,32,63
"2394",218,"B2","gen","gen-12","A2-gen-06",41,42,53
"2395",218,"B2","gen","gen-13","A2-gen-11",51,43,64
"2396",218,"B2","gen","gen-14","A2-gen-07",41,43,54
"2397",218,"B2","gen","gen-15","A2-gen-02",32,42,43
"2398",218,"B2","gen","gen-16","A2-gen-13",63,32,73
"2399",218,"B2","gen","gen-17","A2-gen-15",63,43,74
"2400",218,"B2","gen","gen-18","A2-gen-16",63,61,72
"2401",219,"B2","learn","learn-01","A2-learn-06",62,42,73
"2402",219,"B2","learn","learn-02","A2-learn-01",31,42,43
"2403",219,"B2","learn","learn-03","A2-learn-03",52,42,63
"2404",219,"B2","learn","learn-04","A2-learn-04",53,42,63
"2405",219,"B2","learn","learn-05","A2-learn-02",33,42,43
"2406",219,"B2","learn","learn-06","A2-learn-05",61,42,73
"2407",219,"B2","gen","gen-01","A2-gen-06",41,42,52
"2408",219,"B2","gen","gen-02","A2-gen-10",51,42,52
"2409",219,"B2","gen","gen-03","A2-gen-05",41,32,34
"2410",219,"B2","gen","gen-04","A2-gen-07",41,43,53
"2411",219,"B2","gen","gen-05","A2-gen-02",32,42,51
"2412",219,"B2","gen","gen-06","A2-gen-15",63,43,52
"2413",219,"B2","gen","gen-07","A2-gen-08",41,61,62
"2414",219,"B2","gen","gen-08","A2-gen-09",51,32,62
"2415",219,"B2","gen","gen-09","A2-learn-04",53,42,62
"2416",219,"B2","gen","gen-10","A2-gen-11",51,43,63
"2417",219,"B2","gen","gen-11","A2-learn-05",61,42,63
"2418",219,"B2","gen","gen-12","A2-gen-12",51,61,63
"2419",219,"B2","gen","gen-13","A2-gen-13",63,32,72
"2420",219,"B2","gen","gen-14","A2-gen-03",32,43,43
"2421",219,"B2","gen","gen-15","A2-gen-14",63,42,63
"2422",219,"B2","gen","gen-16","A2-gen-01",32,32,43
"2423",219,"B2","gen","gen-17","A2-gen-16",63,61,63
"2424",219,"B2","gen","gen-18","A2-gen-04",32,61,42
